meeting_id,entity_id,entity_legal_name,country_code,committee_name,meeting_type,meeting_date,reporting_year,board_size,members_present,attendance_rate_pct,esg_agenda_flag,decision_made_flag,esg_topics_discussed,linked_kpi_code,linked_kpi_name,linked_erm_risk_id,linked_erm_risk_name,decision_summary,action_owner_function,action_due_date,action_status,minutes_status,data_source,created_from
MTG-000070,ENT-FR-002,Atlas Retail Bank France SA,FR,Board ESG & Sustainability Committee,esg_committee,2021-06-16,2021,8,7,87.5,True,True,Annual sustainability report sign-off; Motor vehicle portfolio emissions review,FIN-001,Financed emissions Scope 1 and 2,,,Decision recorded: Annual sustainability report sign-off | linked KPI FIN-001,Data Governance,2021-09-05,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000071,ENT-FR-002,Atlas Retail Bank France SA,FR,Board ESG & Sustainability Committee,esg_committee,2021-09-22,2021,9,7,77.8,True,False,Sovereign bond financed emissions review; Climate risk model validation,FIN-001,Financed emissions Scope 1 and 2,RISK-013,Board climate competence gap,Committee review completed; action items assigned,Board Secretariat,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000072,ENT-FR-002,Atlas Retail Bank France SA,FR,Board ESG & Sustainability Committee,esg_committee,2021-12-15,2021,9,9,100.0,True,True,Financed emissions methodology review; Sovereign bond financed emissions review,FIN-001,Financed emissions Scope 1 and 2,RISK-005,Carbon pricing - industrial loans,Decision recorded: Financed emissions methodology review | linked KPI FIN-001 | linked risk RISK-005,Credit Risk,2022-05-25,not_started,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000073,ENT-FR-002,Atlas Retail Bank France SA,FR,Board of Directors,full_board,2022-01-14,2022,11,10,90.9,True,True,Annual sustainability report sign-off,ENV-005,Energy cost,,,Decision recorded: Annual sustainability report sign-off | linked KPI ENV-005,Human Resources,2022-02-15,deferred,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000074,ENT-FR-002,Atlas Retail Bank France SA,FR,Board of Directors,full_board,2022-04-22,2022,10,9,90.0,True,True,Transition risk appetite approval,FIN-009,Project finance exposure,RISK-006,Mandatory climate disclosure non-compliance,Decision recorded: Transition risk appetite approval | linked KPI FIN-009 | linked risk RISK-006,Compliance,2022-10-13,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000075,ENT-FR-002,Atlas Retail Bank France SA,FR,Board of Directors,full_board,2022-07-21,2022,12,12,100.0,True,True,Real estate collateral emissions review,FIN-012,"Financed emissions Scope 1, 2 and 3",RISK-001,Flood risk - mortgage book,Decision recorded: Real estate collateral emissions review | linked KPI FIN-012 | linked risk RISK-001,Credit Risk,2022-08-21,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000076,ENT-FR-002,Atlas Retail Bank France SA,FR,Board of Directors,full_board,2022-10-14,2022,12,11,91.7,False,False,,,,,,,,,,draft,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000077,ENT-FR-002,Atlas Retail Bank France SA,FR,Board ESG & Sustainability Committee,esg_committee,2022-03-22,2022,9,8,88.9,True,True,Green bond framework update; Project finance emissions methodology review; Annual sustainability report sign-off,FIN-002,Outstanding loan exposure,,,Decision recorded: Green bond framework update | linked KPI FIN-002,Sustainability Office,2022-08-25,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000078,ENT-FR-002,Atlas Retail Bank France SA,FR,Board ESG & Sustainability Committee,esg_committee,2022-06-10,2022,7,6,85.7,True,True,Climate scenario analysis review,FIN-007,High transition risk exposure,RISK-007,Greenwashing litigation and conduct risk,Decision recorded: Climate scenario analysis review | linked KPI FIN-007 | linked risk RISK-007,Legal,2022-08-14,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000079,ENT-FR-002,Atlas Retail Bank France SA,FR,Board ESG & Sustainability Committee,esg_committee,2022-09-15,2022,8,7,87.5,True,True,IFRS S2 climate disclosure approval,ENV-001,Scope 1 emissions,RISK-007,Greenwashing litigation and conduct risk,Decision recorded: IFRS S2 climate disclosure approval | linked KPI ENV-001 | linked risk RISK-007,Legal,2023-02-20,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000080,ENT-FR-002,Atlas Retail Bank France SA,FR,Board ESG & Sustainability Committee,esg_committee,2022-12-16,2022,7,6,85.7,True,True,Climate risk model validation,FIN-004,Average PCAF data quality score,RISK-007,Greenwashing litigation and conduct risk,Decision recorded: Climate risk model validation | linked KPI FIN-004 | linked risk RISK-007,Legal,2023-03-07,deferred,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000081,ENT-FR-002,Atlas Retail Bank France SA,FR,Board of Directors,full_board,2023-01-13,2023,12,11,91.7,True,True,Annual sustainability report sign-off,GOV-001,Board meetings with ESG agenda,,,Decision recorded: Annual sustainability report sign-off | linked KPI GOV-001,Internal Audit,2023-03-02,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000082,ENT-FR-002,Atlas Retail Bank France SA,FR,Board of Directors,full_board,2023-04-14,2023,10,9,90.0,True,False,IFRS S2 climate disclosure approval,ENV-003,Total operational Scope 1 and 2 emissions,RISK-005,Carbon pricing - industrial loans,Discussion only; no formal decision recorded for IFRS S2 climate disclosure approval,Credit Risk,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000083,ENT-FR-002,Atlas Retail Bank France SA,FR,Board of Directors,full_board,2023-07-07,2023,10,9,90.0,True,False,Climate risk model validation,FIN-004,Average PCAF data quality score,RISK-010,Client transition plan credibility risk,Discussion only; no formal decision recorded for Climate risk model validation,Relationship Banking,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000084,ENT-FR-002,Atlas Retail Bank France SA,FR,Board of Directors,full_board,2023-10-13,2023,12,11,91.7,True,False,ESG remuneration KPI setting,FIN-006,SBTi-aligned exposure,,,Discussion only; no formal decision recorded for ESG remuneration KPI setting,Human Resources,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000085,ENT-FR-002,Atlas Retail Bank France SA,FR,Board ESG & Sustainability Committee,esg_committee,2023-03-17,2023,8,8,100.0,True,False,Project finance emissions methodology review; Transition risk appetite approval,FIN-008,Sovereign bond exposure,RISK-007,Greenwashing litigation and conduct risk,Committee review completed; action items assigned,Legal,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000086,ENT-FR-002,Atlas Retail Bank France SA,FR,Board ESG & Sustainability Committee,esg_committee,2023-06-21,2023,7,6,85.7,True,False,Financed emissions methodology review; Annual sustainability report sign-off; Transition risk appetite approval,FIN-004,Average PCAF data quality score,RISK-007,Greenwashing litigation and conduct risk,Committee review completed; action items assigned,Legal,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000087,ENT-FR-002,Atlas Retail Bank France SA,FR,Board ESG & Sustainability Committee,esg_committee,2023-09-12,2023,8,7,87.5,True,True,Net-zero target progress review; Supplier ESG policy update,ENV-001,Scope 1 emissions,,,Decision recorded: Net-zero target progress review | linked KPI ENV-001,Board Secretariat,2024-03-05,monitored,pending_review,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000088,ENT-FR-002,Atlas Retail Bank France SA,FR,Board ESG & Sustainability Committee,esg_committee,2023-12-11,2023,8,8,100.0,True,True,IFRS S2 climate disclosure approval; Sovereign bond financed emissions review,ENV-001,Scope 1 emissions,RISK-006,Mandatory climate disclosure non-compliance,Decision recorded: IFRS S2 climate disclosure approval | linked KPI ENV-001 | linked risk RISK-006,Compliance,2024-05-10,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000089,ENT-FR-002,Atlas Retail Bank France SA,FR,Board of Directors,full_board,2024-01-22,2024,11,8,72.7,True,True,Annual sustainability report sign-off,ENV-004,Energy consumption,,,Decision recorded: Annual sustainability report sign-off | linked KPI ENV-004,Board Secretariat,2024-06-15,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000090,ENT-FR-002,Atlas Retail Bank France SA,FR,Board of Directors,full_board,2024-04-12,2024,12,11,91.7,True,True,Sovereign bond financed emissions review,FIN-003,High-emission sector exposure,RISK-006,Mandatory climate disclosure non-compliance,Decision recorded: Sovereign bond financed emissions review | linked KPI FIN-003 | linked risk RISK-006,Compliance,2024-06-16,not_started,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000091,ENT-FR-002,Atlas Retail Bank France SA,FR,Board of Directors,full_board,2024-07-16,2024,10,8,80.0,True,False,Net-zero target progress review,ENV-002,Scope 2 location-based emissions,,,Discussion only; no formal decision recorded for Net-zero target progress review,Board Secretariat,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000092,ENT-FR-002,Atlas Retail Bank France SA,FR,Board of Directors,full_board,2024-10-09,2024,12,10,83.3,False,False,,,,,,,,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000093,ENT-FR-002,Atlas Retail Bank France SA,FR,Board ESG & Sustainability Committee,esg_committee,2024-03-12,2024,9,9,100.0,True,False,ESG remuneration KPI setting,GOV-001,Board meetings with ESG agenda,,,Committee review completed; action items assigned,Risk Management,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000094,ENT-FR-002,Atlas Retail Bank France SA,FR,Board ESG & Sustainability Committee,esg_committee,2024-06-07,2024,7,3,42.9,True,True,Sovereign bond financed emissions review; Transition risk appetite approval,FIN-001,Financed emissions Scope 1 and 2,RISK-011,Supply chain - Scope 3 data gaps,Decision recorded: Sovereign bond financed emissions review | linked KPI FIN-001 | linked risk RISK-011,Sustainability Office,2024-09-25,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000095,ENT-FR-002,Atlas Retail Bank France SA,FR,Board ESG & Sustainability Committee,esg_committee,2024-09-19,2024,7,7,100.0,True,True,Financed emissions methodology review; Net-zero target progress review,FIN-005,Financed emissions data coverage,RISK-007,Greenwashing litigation and conduct risk,Decision recorded: Financed emissions methodology review | linked KPI FIN-005 | linked risk RISK-007,Legal,2024-11-08,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000096,ENT-FR-002,Atlas Retail Bank France SA,FR,Board ESG & Sustainability Committee,esg_committee,2024-12-09,2024,8,7,87.5,True,True,Physical risk exposure review,FIN-011,Motor vehicle exposure,RISK-001,Flood risk - mortgage book,Decision recorded: Physical risk exposure review | linked KPI FIN-011 | linked risk RISK-001,Credit Risk,2025-03-16,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000097,ENT-DE-003,Atlas Bank Deutschland AG,DE,Board of Directors,full_board,2019-01-25,2019,12,11,91.7,True,True,Annual sustainability report sign-off,ENV-005,Energy cost,,,Decision recorded: Annual sustainability report sign-off | linked KPI ENV-005,Finance,2019-03-31,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000098,ENT-DE-003,Atlas Bank Deutschland AG,DE,Board of Directors,full_board,2019-04-24,2019,9,8,88.9,True,False,Net-zero target progress review,ENV-003,Total operational Scope 1 and 2 emissions,,,Discussion only; no formal decision recorded for Net-zero target progress review,Data Governance,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000099,ENT-DE-003,Atlas Bank Deutschland AG,DE,Board of Directors,full_board,2019-07-12,2019,11,10,90.9,True,False,Project finance emissions methodology review,FIN-003,High-emission sector exposure,RISK-008,Stranded assets - fossil fuel sector,Discussion only; no formal decision recorded for Project finance emissions methodology review,Sector Risk,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000100,ENT-DE-003,Atlas Bank Deutschland AG,DE,Board of Directors,full_board,2019-10-21,2019,11,9,81.8,False,False,,,,,,,,,,draft,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000101,ENT-DE-003,Atlas Bank Deutschland AG,DE,Board ESG & Sustainability Committee,esg_committee,2019-03-18,2019,7,5,71.4,True,True,Sovereign bond financed emissions review,FIN-009,Project finance exposure,RISK-013,Board climate competence gap,Decision recorded: Sovereign bond financed emissions review | linked KPI FIN-009 | linked risk RISK-013,Board Secretariat,2019-06-04,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000102,ENT-DE-003,Atlas Bank Deutschland AG,DE,Board ESG & Sustainability Committee,esg_committee,2019-06-21,2019,8,7,87.5,True,True,Green bond framework update; Net-zero target progress review,ENV-002,Scope 2 location-based emissions,,,Decision recorded: Green bond framework update | linked KPI ENV-002,Credit Risk,2019-07-27,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000103,ENT-DE-003,Atlas Bank Deutschland AG,DE,Board ESG & Sustainability Committee,esg_committee,2019-09-06,2019,9,9,100.0,True,True,Net-zero target progress review; ESG remuneration KPI setting; Motor vehicle portfolio emissions review,ENV-004,Energy consumption,,,Decision recorded: Net-zero target progress review | linked KPI ENV-004,Sustainability Office,2020-02-18,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000104,ENT-DE-003,Atlas Bank Deutschland AG,DE,Board ESG & Sustainability Committee,esg_committee,2019-12-11,2019,7,6,85.7,True,False,Net-zero target progress review; Green bond framework update,ENV-003,Total operational Scope 1 and 2 emissions,,,Committee review completed; action items assigned,Risk Management,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
